"entrez_id","gene_symbol","pathway"
"10327","AKR1A1","Glycolysis"
"124","ADH1A","Glycolysis"
"125","ADH1B","Glycolysis"
"126","ADH1C","Glycolysis"
"127","ADH4","Glycolysis"
"128","ADH5","Glycolysis"
"130","ADH6","Glycolysis"
"130589","GALM","Glycolysis"
"131","ADH7","Glycolysis"
"160287","LDHAL6A","Glycolysis"
"1737","DLAT","Glycolysis"
"1738","DLD","Glycolysis"
"2023","ENO1","Glycolysis"
"2026","ENO2","Glycolysis"
"2027","ENO3","Glycolysis"
"217","ALDH2","Glycolysis"
"218","ALDH3A1","Glycolysis"
"219","ALDH1B1","Glycolysis"
"2203","FBP1","Glycolysis"
"221","ALDH3B1","Glycolysis"
"222","ALDH3B2","Glycolysis"
"223","ALDH9A1","Glycolysis"
"224","ALDH3A2","Glycolysis"
"226","ALDOA","Glycolysis"
"229","ALDOB","Glycolysis"
"230","ALDOC","Glycolysis"
"2538","G6PC1","Glycolysis"
"2597","GAPDH","Glycolysis"
"26330","GAPDHS","Glycolysis"
"2645","GCK","Glycolysis"
"2821","GPI","Glycolysis"
"3098","HK1","Glycolysis"
"3099","HK2","Glycolysis"
"3101","HK3","Glycolysis"
"387712","ENO4","Glycolysis"
"3939","LDHA","Glycolysis"
"3945","LDHB","Glycolysis"
"3948","LDHC","Glycolysis"
"441531","PGAM4","Glycolysis"
"501","ALDH7A1","Glycolysis"
"5105","PCK1","Glycolysis"
"5106","PCK2","Glycolysis"
"5160","PDHA1","Glycolysis"
"5161","PDHA2","Glycolysis"
"5162","PDHB","Glycolysis"
"5211","PFKL","Glycolysis"
"5213","PFKM","Glycolysis"
"5214","PFKP","Glycolysis"
"5223","PGAM1","Glycolysis"
"5224","PGAM2","Glycolysis"
"5230","PGK1","Glycolysis"
"5232","PGK2","Glycolysis"
"5236","PGM1","Glycolysis"
"5313","PKLR","Glycolysis"
"5315","PKM","Glycolysis"
"55276","PGM2","Glycolysis"
"55902","ACSS2","Glycolysis"
"57818","G6PC2","Glycolysis"
"669","BPGM","Glycolysis"
"7167","TPI1","Glycolysis"
"80201","HKDC1","Glycolysis"
"83440","ADPGK","Glycolysis"
"84532","ACSS1","Glycolysis"
"8789","FBP2","Glycolysis"
"92483","LDHAL6B","Glycolysis"
"92579","G6PC3","Glycolysis"
"9562","MINPP1","Glycolysis"
"1431","CS","TCA_cycle"
"1737","DLAT","TCA_cycle"
"1738","DLD","TCA_cycle"
"1743","DLST","TCA_cycle"
"2271","FH","TCA_cycle"
"3417","IDH1","TCA_cycle"
"3418","IDH2","TCA_cycle"
"3419","IDH3A","TCA_cycle"
"3420","IDH3B","TCA_cycle"
"3421","IDH3G","TCA_cycle"
"4190","MDH1","TCA_cycle"
"4191","MDH2","TCA_cycle"
"47","ACLY","TCA_cycle"
"48","ACO1","TCA_cycle"
"4967","OGDH","TCA_cycle"
"50","ACO2","TCA_cycle"
"5091","PC","TCA_cycle"
"5105","PCK1","TCA_cycle"
"5106","PCK2","TCA_cycle"
"5160","PDHA1","TCA_cycle"
"5161","PDHA2","TCA_cycle"
"5162","PDHB","TCA_cycle"
"55753","OGDHL","TCA_cycle"
"6389","SDHA","TCA_cycle"
"6390","SDHB","TCA_cycle"
"6391","SDHC","TCA_cycle"
"6392","SDHD","TCA_cycle"
"8801","SUCLG2","TCA_cycle"
"8802","SUCLG1","TCA_cycle"
"8803","SUCLA2","TCA_cycle"
"10327","AKR1A1","Pyruvate"
"10873","ME3","Pyruvate"
"124","ADH1A","Pyruvate"
"125","ADH1B","Pyruvate"
"126","ADH1C","Pyruvate"
"127","ADH4","Pyruvate"
"128","ADH5","Pyruvate"
"130","ADH6","Pyruvate"
"131","ADH7","Pyruvate"
"134526","ACOT12","Pyruvate"
"160287","LDHAL6A","Pyruvate"
"1737","DLAT","Pyruvate"
"1738","DLD","Pyruvate"
"197257","LDHD","Pyruvate"
"217","ALDH2","Pyruvate"
"219","ALDH1B1","Pyruvate"
"223","ALDH9A1","Pyruvate"
"224","ALDH3A2","Pyruvate"
"2271","FH","Pyruvate"
"2739","GLO1","Pyruvate"
"3029","HAGH","Pyruvate"
"31","ACACA","Pyruvate"
"32","ACACB","Pyruvate"
"38","ACAT1","Pyruvate"
"39","ACAT2","Pyruvate"
"3939","LDHA","Pyruvate"
"3945","LDHB","Pyruvate"
"3948","LDHC","Pyruvate"
"4190","MDH1","Pyruvate"
"4191","MDH2","Pyruvate"
"4199","ME1","Pyruvate"
"4200","ME2","Pyruvate"
"501","ALDH7A1","Pyruvate"
"5091","PC","Pyruvate"
"5105","PCK1","Pyruvate"
"5106","PCK2","Pyruvate"
"5160","PDHA1","Pyruvate"
"5161","PDHA2","Pyruvate"
"5162","PDHB","Pyruvate"
"5313","PKLR","Pyruvate"
"5315","PKM","Pyruvate"
"55902","ACSS2","Pyruvate"
"84532","ACSS1","Pyruvate"
"92483","LDHAL6B","Pyruvate"
"9380","GRHPR","Pyruvate"
"97","ACYP1","Pyruvate"
"98","ACYP2","Pyruvate"
"10000","AKT3","Central_carbon_in_cancer"
"110117499","P3R3URF-PIK3R3","Central_carbon_in_cancer"
"160287","LDHAL6A","Central_carbon_in_cancer"
"1956","EGFR","Central_carbon_in_cancer"
"2064","ERBB2","Central_carbon_in_cancer"
"207","AKT1","Central_carbon_in_cancer"
"208","AKT2","Central_carbon_in_cancer"
"2260","FGFR1","Central_carbon_in_cancer"
"2261","FGFR3","Central_carbon_in_cancer"
"2263","FGFR2","Central_carbon_in_cancer"
"2322","FLT3","Central_carbon_in_cancer"
"23410","SIRT3","Central_carbon_in_cancer"
"2475","MTOR","Central_carbon_in_cancer"
"2539","G6PD","Central_carbon_in_cancer"
"2645","GCK","Central_carbon_in_cancer"
"27165","GLS2","Central_carbon_in_cancer"
"2744","GLS","Central_carbon_in_cancer"
"3091","HIF1A","Central_carbon_in_cancer"
"3098","HK1","Central_carbon_in_cancer"
"3099","HK2","Central_carbon_in_cancer"
"3101","HK3","Central_carbon_in_cancer"
"3265","HRAS","Central_carbon_in_cancer"
"3417","IDH1","Central_carbon_in_cancer"
"3418","IDH2","Central_carbon_in_cancer"
"3815","KIT","Central_carbon_in_cancer"
"3845","KRAS","Central_carbon_in_cancer"
"3939","LDHA","Central_carbon_in_cancer"
"3945","LDHB","Central_carbon_in_cancer"
"3948","LDHC","Central_carbon_in_cancer"
"4233","MET","Central_carbon_in_cancer"
"441531","PGAM4","Central_carbon_in_cancer"
"4609","MYC","Central_carbon_in_cancer"
"4893","NRAS","Central_carbon_in_cancer"
"4914","NTRK1","Central_carbon_in_cancer"
"4916","NTRK3","Central_carbon_in_cancer"
"51548","SIRT6","Central_carbon_in_cancer"
"5156","PDGFRA","Central_carbon_in_cancer"
"5159","PDGFRB","Central_carbon_in_cancer"
"5160","PDHA1","Central_carbon_in_cancer"
"5161","PDHA2","Central_carbon_in_cancer"
"5162","PDHB","Central_carbon_in_cancer"
"5163","PDK1","Central_carbon_in_cancer"
"5211","PFKL","Central_carbon_in_cancer"
"5213","PFKM","Central_carbon_in_cancer"
"5214","PFKP","Central_carbon_in_cancer"
"5223","PGAM1","Central_carbon_in_cancer"
"5224","PGAM2","Central_carbon_in_cancer"
"5290","PIK3CA","Central_carbon_in_cancer"
"5291","PIK3CB","Central_carbon_in_cancer"
"5293","PIK3CD","Central_carbon_in_cancer"
"5295","PIK3R1","Central_carbon_in_cancer"
"5296","PIK3R2","Central_carbon_in_cancer"
"5315","PKM","Central_carbon_in_cancer"
"5594","MAPK1","Central_carbon_in_cancer"
"5595","MAPK3","Central_carbon_in_cancer"
"5604","MAP2K1","Central_carbon_in_cancer"
"5605","MAP2K2","Central_carbon_in_cancer"
"57103","TIGAR","Central_carbon_in_cancer"
"5728","PTEN","Central_carbon_in_cancer"
"5894","RAF1","Central_carbon_in_cancer"
"5979","RET","Central_carbon_in_cancer"
"6510","SLC1A5","Central_carbon_in_cancer"
"6513","SLC2A1","Central_carbon_in_cancer"
"6514","SLC2A2","Central_carbon_in_cancer"
"7157","TP53","Central_carbon_in_cancer"
"80201","HKDC1","Central_carbon_in_cancer"
"8140","SLC7A5","Central_carbon_in_cancer"
"8503","PIK3R3","Central_carbon_in_cancer"
"9123","SLC16A3","Central_carbon_in_cancer"
"92483","LDHAL6B","Central_carbon_in_cancer"
"9997","SCO2","Central_carbon_in_cancer"
"132158","GLYCTK","Pentose_phosphate"
"2203","FBP1","Pentose_phosphate"
"221823","PRPS1L1","Pentose_phosphate"
"226","ALDOA","Pentose_phosphate"
"229","ALDOB","Pentose_phosphate"
"22934","RPIA","Pentose_phosphate"
"230","ALDOC","Pentose_phosphate"
"23729","SHPK","Pentose_phosphate"
"2539","G6PD","Pentose_phosphate"
"25796","PGLS","Pentose_phosphate"
"2821","GPI","Pentose_phosphate"
"414328","IDNK","Pentose_phosphate"
"51071","DERA","Pentose_phosphate"
"5211","PFKL","Pentose_phosphate"
"5213","PFKM","Pentose_phosphate"
"5214","PFKP","Pentose_phosphate"
"5226","PGD","Pentose_phosphate"
"5236","PGM1","Pentose_phosphate"
"55276","PGM2","Pentose_phosphate"
"5631","PRPS1","Pentose_phosphate"
"5634","PRPS2","Pentose_phosphate"
"6120","RPE","Pentose_phosphate"
"64080","RBKS","Pentose_phosphate"
"6888","TALDO1","Pentose_phosphate"
"7086","TKT","Pentose_phosphate"
"729020","RPEL1","Pentose_phosphate"
"8277","TKTL1","Pentose_phosphate"
"84076","TKTL2","Pentose_phosphate"
"8789","FBP2","Pentose_phosphate"
"9104","RGN","Pentose_phosphate"
"9563","H6PD","Pentose_phosphate"
"197258","FCSK","Fructose_mannose"
"2203","FBP1","Fructose_mannose"
"226","ALDOA","Fructose_mannose"
"229","ALDOB","Fructose_mannose"
"230","ALDOC","Fructose_mannose"
"231","AKR1B1","Fructose_mannose"
"26007","TKFC","Fructose_mannose"
"2762","GMDS","Fructose_mannose"
"29925","GMPPB","Fructose_mannose"
"29926","GMPPA","Fructose_mannose"
"3098","HK1","Fructose_mannose"
"3099","HK2","Fructose_mannose"
"3101","HK3","Fructose_mannose"
"3795","KHK","Fructose_mannose"
"4351","MPI","Fructose_mannose"
"441282","AKR1B15","Fructose_mannose"
"5207","PFKFB1","Fructose_mannose"
"5208","PFKFB2","Fructose_mannose"
"5209","PFKFB3","Fructose_mannose"
"5210","PFKFB4","Fructose_mannose"
"5211","PFKL","Fructose_mannose"
"5213","PFKM","Fructose_mannose"
"5214","PFKP","Fructose_mannose"
"5372","PMM1","Fructose_mannose"
"5373","PMM2","Fructose_mannose"
"55556","ENOSF1","Fructose_mannose"
"57016","AKR1B10","Fructose_mannose"
"57103","TIGAR","Fructose_mannose"
"6652","SORD","Fructose_mannose"
"7167","TPI1","Fructose_mannose"
"7264","GFUS","Fructose_mannose"
"80201","HKDC1","Fructose_mannose"
"8789","FBP2","Fructose_mannose"
"8790","FPGT","Fructose_mannose"
"122622","ADSS1","Alanine_Aspartate_Glutamate"
"1373","CPS1","Alanine_Aspartate_Glutamate"
"137362","GOT1L1","Alanine_Aspartate_Glutamate"
"158","ADSL","Alanine_Aspartate_Glutamate"
"159","ADSS2","Alanine_Aspartate_Glutamate"
"18","ABAT","Alanine_Aspartate_Glutamate"
"189","AGXT","Alanine_Aspartate_Glutamate"
"2346","FOLH1","Alanine_Aspartate_Glutamate"
"2571","GAD1","Alanine_Aspartate_Glutamate"
"2572","GAD2","Alanine_Aspartate_Glutamate"
"259307","IL4I1","Alanine_Aspartate_Glutamate"
"2673","GFPT1","Alanine_Aspartate_Glutamate"
"27165","GLS2","Alanine_Aspartate_Glutamate"
"2744","GLS","Alanine_Aspartate_Glutamate"
"2746","GLUD1","Alanine_Aspartate_Glutamate"
"2747","GLUD2","Alanine_Aspartate_Glutamate"
"2752","GLUL","Alanine_Aspartate_Glutamate"
"2805","GOT1","Alanine_Aspartate_Glutamate"
"2806","GOT2","Alanine_Aspartate_Glutamate"
"284716","RIMKLA","Alanine_Aspartate_Glutamate"
"2875","GPT","Alanine_Aspartate_Glutamate"
"339983","NAT8L","Alanine_Aspartate_Glutamate"
"435","ASL","Alanine_Aspartate_Glutamate"
"440","ASNS","Alanine_Aspartate_Glutamate"
"443","ASPA","Alanine_Aspartate_Glutamate"
"445","ASS1","Alanine_Aspartate_Glutamate"
"5471","PPAT","Alanine_Aspartate_Glutamate"
"56954","NIT2","Alanine_Aspartate_Glutamate"
"57494","RIMKLB","Alanine_Aspartate_Glutamate"
"64902","AGXT2","Alanine_Aspartate_Glutamate"
"790","CAD","Alanine_Aspartate_Glutamate"
"7915","ALDH5A1","Alanine_Aspartate_Glutamate"
"80150","ASRGL1","Alanine_Aspartate_Glutamate"
"84706","GPT2","Alanine_Aspartate_Glutamate"
"8528","DDO","Alanine_Aspartate_Glutamate"
"8659","ALDH4A1","Alanine_Aspartate_Glutamate"
"9945","GFPT2","Alanine_Aspartate_Glutamate"
"112483","SAT2","Arginine_Proline"
"112817","HOGA1","Arginine_Proline"
"112849","L3HYPDH","Arginine_Proline"
"113451","AZIN2","Arginine_Proline"
"1152","CKB","Arginine_Proline"
"1158","CKM","Arginine_Proline"
"1159","CKMT1B","Arginine_Proline"
"1160","CKMT2","Arginine_Proline"
"137362","GOT1L1","Arginine_Proline"
"1610","DAO","Arginine_Proline"
"217","ALDH2","Arginine_Proline"
"219","ALDH1B1","Arginine_Proline"
"223","ALDH9A1","Arginine_Proline"
"224","ALDH3A2","Arginine_Proline"
"2593","GAMT","Arginine_Proline"
"26","AOC1","Arginine_Proline"
"262","AMD1","Arginine_Proline"
"2628","GATM","Arginine_Proline"
"2805","GOT1","Arginine_Proline"
"2806","GOT2","Arginine_Proline"
"283208","P4HA3","Arginine_Proline"
"29920","PYCR2","Arginine_Proline"
"383","ARG1","Arginine_Proline"
"384","ARG2","Arginine_Proline"
"4128","MAOA","Arginine_Proline"
"4129","MAOB","Arginine_Proline"
"4842","NOS1","Arginine_Proline"
"4843","NOS2","Arginine_Proline"
"4846","NOS3","Arginine_Proline"
"4942","OAT","Arginine_Proline"
"4953","ODC1","Arginine_Proline"
"501","ALDH7A1","Arginine_Proline"
"5033","P4HA1","Arginine_Proline"
"51056","LAP3","Arginine_Proline"
"54498","SMOX","Arginine_Proline"
"548596","CKMT1A","Arginine_Proline"
"55748","CNDP2","Arginine_Proline"
"5625","PRODH","Arginine_Proline"
"57571","CARNS1","Arginine_Proline"
"5831","PYCR1","Arginine_Proline"
"5832","ALDH18A1","Arginine_Proline"
"58510","PRODH2","Arginine_Proline"
"6303","SAT1","Arginine_Proline"
"65263","PYCR3","Arginine_Proline"
"6611","SMS","Arginine_Proline"
"6723","SRM","Arginine_Proline"
"79814","AGMAT","Arginine_Proline"
"84735","CNDP1","Arginine_Proline"
"8659","ALDH4A1","Arginine_Proline"
"8974","P4HA2","Arginine_Proline"
"100526760","ABHD14A-ACY1","Arginine_biosynthesis"
"1373","CPS1","Arginine_biosynthesis"
"137362","GOT1L1","Arginine_biosynthesis"
"162417","NAGS","Arginine_biosynthesis"
"27165","GLS2","Arginine_biosynthesis"
"2744","GLS","Arginine_biosynthesis"
"2746","GLUD1","Arginine_biosynthesis"
"2747","GLUD2","Arginine_biosynthesis"
"2752","GLUL","Arginine_biosynthesis"
"2805","GOT1","Arginine_biosynthesis"
"2806","GOT2","Arginine_biosynthesis"
"2875","GPT","Arginine_biosynthesis"
"383","ARG1","Arginine_biosynthesis"
"384","ARG2","Arginine_biosynthesis"
"435","ASL","Arginine_biosynthesis"
"445","ASS1","Arginine_biosynthesis"
"4842","NOS1","Arginine_biosynthesis"
"4843","NOS2","Arginine_biosynthesis"
"4846","NOS3","Arginine_biosynthesis"
"5009","OTC","Arginine_biosynthesis"
"790","CAD","Arginine_biosynthesis"
"84706","GPT2","Arginine_biosynthesis"
